event_id,timestamp,user_id,username,department,event_type,auth_method,source_ip,hostname,device_id,session_id,mfa_passed,failure_reason,risk_score,geo_location,hostname_norm,session_id_norm,event_category
IAM00016439,2026-09-03 02:57:15+00:00,EMP12348,indrajit.sangha86,IT,LOGON_FAILURE,otp,201.51.94.65,VDR-12348,DEV75028,,no,WRONG PASSWORD,68.0,,VDR-12348,,login_failed
IAM00006181,,EMP11913,darpan_randhawa69,Sales Dept,Login Success,certificate,172.16.226.131,vdr-11913,DEV46317,SID699275,Y,,100.0,PB,VDR-11913,SID699275,other
IAM00019905,,EMP10136,aishani_chanda55,Hr Dept,SSO_SUCCESS,certificate,10.140.252.0,WS-10136,DEV19632,SID278814,True,,67.0,Maharashtra,WS-10136,SID278814,login_success
IAM00016629,2026-08-25 19:10:09+00:00,EMP10357,bahadurjit.hegde65,IT,Successful Login,BIOMETRIC,172.16.132.35,VDR-10357,DEV16019,,False,,17.0,PB,VDR-10357,,login_success
IAM00001483,2026-08-12 12:35:00+00:00,EMP10289,jonathan.narayanan92,HR,DEVICE_REGISTERED,BIOMETRIC,,LPT-10289,,,Y,NA,5.0,remote,LPT-10289,,other
IAM00012735,2026-08-14 04:08:24+00:00,EMP11269,ekavir.kalita10,Finance,LOGIN_SUCCESS,otp,,WS-11269,DEV72105,SID621256,Y,,69.0,India,WS-11269,SID621256,login_success
IAM00019871,2026-08-20 23:52:53+00:00,EMP12524,dominic.talwar30,Procurement,invalid_credentials,otp,,LPT-12524,DEV12832,SID584896,False,wrong_password,100.0,DL,LPT-12524,SID584896,login_failed
IAM00014536,2026-09-03 12:10:48+00:00,EMP10492,ANAMIKA.MUTTI95,Legal Dept,LOGIN_FAILED,BIOMETRIC,192.168.108.62,VDR-10492,NA,SID383178,False,wrong_password,50.0,PB,VDR-10492,SID383178,other
IAM00015969,2026-08-18 11:49:41+00:00,EMP10245,netra.mitter48,Purchase,success_login,otp,,LPT-10245.corp.local,,SID873329,True,,100.0,IN,LPT-10245,SID873329,login_success
IAM00014695,2026-08-17 07:28:00+00:00,EMP10486,thomas.kaul29,Sales,LOGIN_SUCCESS,SSO,,WS-10486,DEV48479,SID265752,False,,31.0,,WS-10486,SID265752,login_success
IAM00012723,,EMP12400,peter.sama77,IT,SSO_SUCCESS,OTP,80.25.144.213,VDR-12400,DEV54989,SID465585,True,NA,25.0,ind,VDR-12400,SID465585,login_success
IAM00007458,2026-08-04 03:55:21+00:00,EMP11017,KALPIT.MANNAN92,Mktg,AUTH_SUCCESS,certificate,,,DEV64401,SID614172,Y,NA,53.0,DL,LPT-11017,SID614172,login_success
IAM00003048,2026-08-04 16:08:13+00:00,EMP10425,SHIVANI.BAJAJ36,Brand Team,invalid_credentials,SSO,,LPT-10425,DEV77802,SID370121,True,account locked,53.0,ind,LPT-10425,SID370121,login_failed
IAM00018009,2026-08-06 00:00:00+00:00,EMP12466,ojasvi.natt3,HR,LOGIN_FAILED,BIOMETRIC,,LPT-12466,,,True,timeout,7.0,Delhi,LPT-12466,,other
IAM00004669,2026-08-15 05:58:03+00:00,EMP12835,reva.pal71,Sales,PRIVILEGE_ESCALATION_REQUEST,PASSWORD,,VDR_12835,,,N,,45.0,Maharashtra,VDR-12835,,other
IAM00010866,2026-08-28 08:30:00+00:00,EMP11017,kalpit.mannan92,Marketing,MFA_FAILED,SSO,,LPT-11017,DEV64401,,False,,57.0,PB,LPT-11017,,mfa_failure
IAM00004831,,EMP10052,  anirudh.ramanathan31  ,Marketing,failed logon,biometric,,LPT-10052,DEV29313,SID271835,False,MFA failed,64.0,Maharashtra,LPT-10052,SID271835,login_failed
IAM00010025,2026-09-01 07:01:44+00:00,EMP10552,xalak.tiwari59,Human Resource,MFA_FAILED,password,192.168.236.71,WS-10552,DEV11103,,False,expired password,70.0,Maharashtra,WS-10552,,mfa_failure
IAM00016455,2026-09-05 01:50:58+00:00,EMP12885,,R&D,ACCOUNT_UNLOCK,MFA,,LPT-12885,DEV85109,,True,,,PB,LPT-12885,,other
IAM00012382,2026-08-10 16:35:17+00:00,EMP10167,,Legal,AUTH_SUCCESS,BIOMETRIC,,VDR-10167,DEV21104,SID934420,True,,17.0,ind,VDR-10167,SID934420,login_success
IAM00010254,2026-08-01 04:05:24+00:00,EMP12545,odika.gara44,Rd,LOGIN_FAILED,mfa,29.175.39.93,WS-12545,,,False,,2.0,IN,WS-12545,,other
IAM00015454,2026-08-12 19:25:00+00:00,EMP11341,  chaman.andra62  ,Call Center,MFA_FAILED,OTP,,LPT-11341,DEV85965,,False,unknown user,100.0,Punjab,LPT-11341,,mfa_failure
IAM00011253,2026-08-30 14:32:11+00:00,EMP11272,umang.loke95,Operations Dept,success_login,password,106.226.90.213,vdr-11272,DEV73765,SID345016,True,,82.0,DL,VDR-11272,SID345016,login_success
IAM00010052,2026-08-11 08:27:15+00:00,EMP11360,OSHA.DUTTA17,Support,SSO_SUCCESS,PASSWORD,192.168.13.97,WS-11360,DEV56447,SID613781,True,,29.0,PB,WS-11360,SID613781,login_success
IAM00000268,2026-08-23 00:16:56+00:00,EMP12977,aryan.korpal35,Legal,LOGIN_FAILED,biometric,,WS-12977,DEV97414,,False,WRONG PASSWORD,64.0,IN,WS-12977,,other
IAM00011202,2026-08-27 13:33:22+00:00,EMP12406,AAHANA.BANDI23,Fin,Successful Login,mfa,,WS-12406,DEV43361,SID683495,True,,7.0,PB,WS-12406,SID683495,login_success
IAM00014787,2026-04-08 21:09:59+00:00,EMP10474,ekani.wadhwa15,Operations Dept,LOGIN_FAILED,PASSWORD,192.168.207.223,VDR-10474.corp.local,DEV84794,,True,,8.0,ind,VDR-10474,,other
IAM00000112,2026-08-30 07:19:50+00:00,EMP11565,aadi.arya44,Call Center,failed logon,password,,WS-11565,DEV65904,,False,wrong_password,40.0,ind,WS-11565,,login_failed
IAM00011661,2026-08-28 15:56:00+00:00,EMP11402,gagan.devan62,Support,SSO_SUCCESS,otp,172.16.61.234,VDR-11402,DEV20673,SID439084,True,,56.0,PB,VDR-11402,SID439084,login_success
IAM00018919,2026-08-14 00:00:00+00:00,EMP12450,hiral.bansal2,R&D,LOGIN_FAILED,password,,VDR-12450,DEV89669,SID759762,False,bad token,91.0,remote,VDR-12450,SID759762,other
IAM00004201,2026-08-10 04:58:00+00:00,EMP10899,raagini.anne95,Purch,Login Success,OTP,121.141.166.6,VDR-10899.corp.local,DEV48112,,False,,6.0,,VDR-10899,,other
IAM00015406,2026-08-22 20:15:30+00:00,EMP11117,yagnesh.bhardwaj90,Cs,SSO_SUCCESS,PASSWORD,,VDR_11117,DEV96661,SID707561,True,NA,99.0,Delhi,VDR-11117,SID707561,login_success
IAM00015085,2026-09-04 06:38:47+00:00,EMP11377,yutika.sheth56,HR,LOGIN_SUCCESS,mfa,172.16.169.136,VDR-11377,DEV37334,SID280917,Y,,61.0,ind,VDR-11377,SID280917,login_success
IAM00009026,2026-08-15 18:13:00+00:00,EMP10955,janya.kuruvilla44,Mkt,MFA_FAILED,certificate,,LPT-10955,DEV96805,SID719282,True,invalid credentials,8.0,India,LPT-10955,SID719282,mfa_failure
IAM00005894,2026-06-08 14:42:40+00:00,EMP12051,warda.dey18,R&D,LOGIN_SUCCESS,PASSWORD,192.168.179.212,WS-12051,DEV97728,,True,,90.0,IN,WS-12051,,login_success
IAM00013050,2026-08-07 00:00:00+00:00,EMP12769,banjeet_savant73,Procurement,success_login,otp,,LPT-12769,DEV55187,SID895041,1,,50.0,ind,LPT-12769,SID895041,login_success
IAM00015953,2026-08-08 05:43:01+00:00,EMP11090,pahal.bajwa31,Legal,LOGON_SUCCESS,Certificate,106.140.223.14,VDR-11090,DEV88139,SID223810,True,,24.0,Delhi,VDR-11090,SID223810,login_success
IAM00012741,2026-08-03 00:00:00+00:00,EMP10166,  omkaar.balan50  ,Marketing Dept,Login Success,BIOMETRIC,,VDR-10166,DEV88997,SID483139,False,,22.0,UNKNOWN,VDR-10166,SID483139,other
IAM00004278,2026-08-05 19:20:44+00:00,EMP11712,vasatika.kunda70,It Dept,LOGIN_SUCCESS,BIOMETRIC,192.168.96.212,,DEV61903,SID163310,1,,,Punjab,VDR-11712,SID163310,login_success
IAM00009690,2026-08-24 13:31:12+00:00,EMP11186,christopher.chaudhary51,Customer Care,AUTH_SUCCESS,SSO,98.32.201.115,WS-11186,DEV56640,SID329076,True,,29.0,Maharashtra,WS-11186,SID329076,login_success
IAM00019872,2026-08-31 05:17:03+00:00,EMP12111,chatresh.krish60,Sales,LOGON_FAILURE,Certificate,192.168.108.145,LPT-12111,,,False,MFA failed,89.0,India,LPT-12111,,login_failed
IAM00005299,,EMP12339,NEEL.KADE32,HR,FAILED_LOGIN,otp,,LPT-12339,DEV45593,SID251549,0,OTP expired,10.0,DL,LPT-12339,SID251549,login_failed
IAM00001852,2026-08-23 15:21:25+00:00,EMP10383,krishna.oak8,Sales,Login Success,mfa,101.157.41.33,LPT-10383,DEV79002,SID384599,1,,100.0,Punjab,LPT-10383,SID384599,other
IAM00008790,,EMP10086,QARIN.GULATI40,Supply Chain,Successful Login,password,,,,SID656538,1,,5.0,,VDR-10086,SID656538,login_success
IAM00017231,,EMP12997,NAKSH.BAL73,Cs,success_login,otp,,VDR-12997.corp.local,DEV18136,,yes,NA,94.0,Delhi,VDR-12997,,login_success
IAM00009974,2026-08-24 13:19:43+00:00,EMP10829,chaman.goda59,Legal,AUTH_SUCCESS,Certificate,,WS-10829,DEV44946,,Y,,63.0,Delhi,WS-10829,,login_success
IAM00007673,2026-02-08 22:58:45+00:00,EMP12350,chatura.chowdhury52,It Dept,MFA_FAILED,certificate,192.168.150.189,WS-12350,DEV38261,,no,MFA failed,13.0,ind,WS-12350,,mfa_failure
IAM00005486,2026-08-04 21:55:31+00:00,EMP11020,  yochana.johal10  ,Hr Dept,AUTH_FAILED,biometric,192.168.141.51,WS-11020.corp.local,,,False,account locked,72.0,DL,WS-11020,,login_failed
IAM00012080,2026-08-25 16:13:00+00:00,EMP11974,wyatt.sibal38,It Support,Login Success,mfa,,WS-11974,DEV82683,SID-772366,True,NA,52.0,,WS-11974,SID772366,other
IAM00007556,2026-08-02 00:00:00+00:00,EMP10897,tanvi.singh95,Rd,AUTH_FAILED,PASSWORD,154.219.234.232,lpt-10897,DEV68918,SID203251,True,unknown user,29.0,Delhi,LPT-10897,SID203251,login_failed
IAM00008722,,EMP10858,ADITYA.BHAKTA49,Procurement Team,Login Success,OTP,,LPT-10858,,SID653906,yes,,68.0,ind,LPT-10858,SID653906,other
IAM00018340,2026-08-13 11:31:01+00:00,EMP11689,vaishnavi.kant81,Finance,Login Failed,BIOMETRIC,154.94.234.246,LPT-11689,DEV66935,SID372581,False,,11.0,,LPT-11689,SID372581,login_failed
IAM00009067,2026-08-31 10:46:22+00:00,EMP10152,finn.vig49,Cs,Successful Login,password,172.16.38.112,VDR-10152,DEV97562,SID530695,True,,46.0,India,VDR-10152,SID530695,login_success
IAM00016547,2026-08-02 07:15:02+00:00,EMP11409,anay.din8,Supply Chain,LOGIN_SUCCESS,biometric,,lpt-11409,DEV18751,SID468199,True,,9.0,,LPT-11409,SID468199,login_success
IAM00000874,2026-08-02 12:20:00+00:00,EMP12489,ronith.toor73,Hr Dept,Login Success,mfa,,VDR-12489.corp.local,DEV72700,SID968593,yes,,,PB,VDR-12489,SID968593,other
IAM00012685,2026-08-06 20:58:17+00:00,EMP11789,hiral.devi71,Operations Dept,SSO_SUCCESS,BIOMETRIC,,LPT-11789,DEV82575,SID656368,True,,99.0,UNKNOWN,LPT-11789,SID656368,login_success
IAM00017092,2026-08-15 01:22:57+00:00,EMP11729,anvi.biswas59,Sales Dept,invalid_credentials,password,217.81.92.211,VDR-11729,DEV99368,,N,wrong_password,93.0,,VDR-11729,,login_failed
IAM00001566,2026-08-21 21:17:38+00:00,EMP11639,farhan.bedi89,HR,Successful Login,Certificate,24.55.55.123,,DEV58614,SID495990,True,,46.0,ind,VDR-11639,SID495990,login_success
IAM00000618,2026-08-24 00:00:00+00:00,EMP11225,  tanay.viswanathan59  ,Operations Dept,Login Success,PASSWORD,,VDR-11225,DEV39065,SID760407,Y,,71.0,UNKNOWN,VDR-11225,SID760407,other
IAM00007722,2026-08-27 00:00:00+00:00,EMP10399,dipta.date61,Hr Dept,Successful Login,mfa,172.16.129.162,ws-10399,DEV71727,SID784051,True,,22.0,DL,WS-10399,SID784051,login_success
IAM00018538,2026-09-03 07:35:19+00:00,EMP11666,jai.purohit86,Sales,failed logon,certificate,,VDR_11666,DEV20888,,0,wrong_password,88.0,ind,VDR-11666,,login_failed
IAM00003112,2026-08-14 23:01:00+00:00,EMP10014,  ridhi.saini2  ,HR,Login Failed,sso,,WS-10014,DEV94012,,Y,,15.0,IN,WS-10014,,login_failed
IAM00004630,2026-08-04 20:31:00+00:00,EMP10988,kalpit.savant15,Ops Team,success_login,Certificate,,WS-10988,DEV41476,,True,,,ind,WS-10988,,login_success
IAM00012314,2026-08-29 16:35:39+00:00,EMP12015,warhi.sarraf16,R&D,MFA_FAILED,biometric,192.168.1.241,LPT-12015,NA,,False,invalid credentials,40.0,UNKNOWN,LPT-12015,,mfa_failure
IAM00004921,2026-08-15 06:18:00+00:00,EMP10900,lohit.reddy93,Supply Chain,failed logon,otp,192.168.200.245,VDR-10900,DEV17956,,True,WRONG PASSWORD,100.0,Maharashtra,VDR-10900,,login_failed
IAM00002862,2026-08-18 20:46:35+00:00,EMP12253,,Procurement,Login Success,password,192.168.43.61,LPT-12253,DEV40225,,True,,93.0,UNKNOWN,LPT-12253,,other
IAM00018681,2026-08-26 00:00:00+00:00,EMP11471,meera.bath1,Legal,LOGIN_SUCCESS,SSO,38.144.172.240,ws-11471,,SID960999,True,,10.0,Punjab,WS-11471,SID960999,login_success
IAM00004976,2026-08-04 16:39:45+00:00,EMP11587,isaac.bora28,Purch,SSO_SUCCESS,OTP,,VDR_11587,DEV53117,SID316876,True,,18.0,Delhi,VDR-11587,SID316876,login_success
IAM00004090,2026-08-23 02:52:00+00:00,EMP11459,yagnesh.solanki69,Legal,invalid_credentials,MFA,16.139.220.162,LPT-11459,DEV54186,SID494508,True,,100.0,UNKNOWN,LPT-11459,SID494508,login_failed
IAM00003934,2026-08-26 14:09:01+00:00,EMP12862,mahika.borra10,HR,SSO_SUCCESS,SSO,,WS-12862,DEV83712,SID287131,False,,65.0,DL,WS-12862,SID287131,login_success
IAM00015655,,EMP10014,ridhi.saini2,Human Resource,Login Success,Certificate,172.16.10.172,WS-10014,DEV94012,SID-536465,True,,100.0,ind,WS-10014,SID536465,other
IAM00005764,2026-08-19 18:28:27+00:00,EMP12425,jeet.rajagopalan64,R&D,LOGIN_SUCCESS,mfa,192.168.47.230,LPT-12425,DEV51114,SID912518,True,,1.0,PB,LPT-12425,SID912518,login_success
IAM00004938,2026-08-26 00:48:17+00:00,EMP10874,dominic.shenoy64,Hr Dept,LOGIN_SUCCESS,biometric,,WS-10874,DEV22265,SID351132,Y,,62.0,Maharashtra,WS-10874,SID351132,login_success
IAM00009853,2026-08-18 00:00:00+00:00,EMP10729,inaya.chaudhuri44,Human Resource,AUTH_SUCCESS,password,192.168.124.8,WS-10729,,SID807512,Y,NA,14.0,,WS-10729,SID807512,login_success
IAM00019146,2026-08-10 15:35:26+00:00,EMP10046,aadi.boase41,Legal Dept,LOGON_SUCCESS,biometric,116.136.187.20,LPT-10046,,SID824474,True,,50.0,DL,LPT-10046,SID824474,login_success
IAM00012100,2026-08-10 00:50:29+00:00,EMP12901,  advay.jayaraman98  ,Compliance,Login Success,mfa,214.28.70.176,WS-12901,DEV81061,SID855259,True,,3.0,Punjab,WS-12901,SID855259,other
IAM00018510,2026-09-03 12:55:58+00:00,EMP12222,nidra.garde65,Accounts,LOGON_SUCCESS,password,192.168.79.34,VDR-12222,,SID745143,True,,100.0,Punjab,VDR-12222,SID745143,login_success
IAM00015886,2026-08-29 00:00:00+00:00,EMP12389,ryan.borah18,Operations,FAILED_LOGIN,PASSWORD,,LPT-12389,DEV38249,,Y,WRONG PASSWORD,59.0,,LPT-12389,,login_failed
IAM00005229,2026-08-27 14:13:55+00:00,EMP10291,UPASNA.KRISHNAMURTHY12,Accounts,SSO_SUCCESS,sso,,VDR-10291,DEV82710,SID-863622,True,,13.0,,VDR-10291,SID863622,login_success
IAM00004636,2026-08-15 09:30:21+00:00,EMP12714,inaya.kapadia64,Procurement,FAILED_LOGIN,Certificate,,LPT-12714,DEV32601,,True,OTP expired,90.0,DL,LPT-12714,,login_failed
IAM00009911,2026-08-07 02:41:05+00:00,EMP12103,turvi.chada37,Information Technology,MFA_FAILED,sso,,LPT-12103,DEV12209,SID419279,True,wrong_password,76.0,IN,LPT-12103,SID419279,mfa_failure
IAM00019620,2026-08-31 23:59:27+00:00,EMP10119,ORINDER.SARRAF83,It Dept,Successful Login,PASSWORD,,WS-10119,DEV14373,SID620804,True,NA,91.0,remote,WS-10119,SID620804,login_success
IAM00015694,2026-08-22 14:50:48+00:00,EMP10673,robert.bandi13,Support,SSO_SUCCESS,OTP,172.16.169.241,VDR-10673.corp.local,,,True,,69.0,Maharashtra,VDR-10673,,login_success
IAM00009309,2026-09-02 01:13:54+00:00,EMP10793,WIDISHA.CHHABRA74,It Dept,Successful Login,Certificate,,vdr-10793,,SID924440,False,NA,51.0,remote,VDR-10793,SID924440,login_success
IAM00012928,2026-08-11 05:01:33+00:00,EMP11165,balhaar.thakkar24,Legal,LOGIN_FAILED,MFA,92.220.169.91,VDR-11165,DEV49526,,N,unknown user,38.0,ind,VDR-11165,,other
IAM00000248,2026-08-12 04:55:13+00:00,EMP11396,victor.ratta94,Legal,invalid_credentials,Certificate,,VDR-11396,DEV24195,,False,NA,39.0,,VDR-11396,,login_failed
IAM00019751,2026-09-09 11:05:35+00:00,EMP11599,hardik.krishnan79,Innovation,success_login,certificate,,VDR-11599,DEV82250,SID894438,yes,,30.0,PB,VDR-11599,SID894438,login_success
IAM00013464,2026-08-24 12:03:27+00:00,EMP11005,xalak_gill58,Support,LOGON_SUCCESS,sso,172.16.167.102,LPT-11005,DEV85695,SID360954,True,,28.0,,LPT-11005,SID360954,login_success
IAM00004254,2026-08-25 12:16:32+00:00,EMP10126,unnati.dass69,Finance,LOGIN_SUCCESS,Certificate,,,DEV97881,SID767021,Y,,76.0,remote,,SID767021,login_success
IAM00018362,,EMP12652,oliver.seshadri52,Accounts,AUTH_SUCCESS,password,192.168.149.86,LPT-12652,DEV33627,,True,NA,,Maharashtra,LPT-12652,,login_success
IAM00011005,2026-08-26 21:19:00+00:00,EMP10411,shivani_pillay89,Legal Dept,AUTH_SUCCESS,certificate,10.225.61.0,WS-10411,DEV41139,SID971758,True,NA,97.0,DL,WS-10411,SID971758,login_success
IAM00008286,,EMP12699,edhitha.balasubramanian33,Finance,SSO_SUCCESS,SSO,172.16.224.148,LPT-12699,DEV31302,SID768357,True,NA,24.0,remote,LPT-12699,SID768357,login_success
IAM00004550,2026-08-07 05:25:28+00:00,EMP12936,orinder.karpe99,It Dept,failed logon,mfa,172.16.87.120,VDR-12936,DEV55597,,True,MFA failed,95.0,India,VDR-12936,,login_failed
IAM00013806,2026-05-08 19:34:25+00:00,EMP10533,ayaan.kalita91,Legal Dept,LOGIN_SUCCESS,PASSWORD,47.50.97.51,VDR-10533,DEV25608,SID736147,True,,50.0,UNKNOWN,VDR-10533,SID736147,login_success
IAM00014218,2026-08-31 00:00:00+00:00,EMP12346,upasna.vig49,Purchase,Login Failed,PASSWORD,,WS-12346.corp.local,,,False,timeout,50.0,PB,WS-12346,,login_failed
IAM00016030,2026-08-23 05:57:00+00:00,EMP11256,odika.ray44,Sales,LOGON_SUCCESS,biometric,,,DEV77361,,True,,,PB,VDR-11256,,login_success
IAM00004955,2026-09-07 00:00:00+00:00,EMP12984,krish.nair87,Support,FAILED_LOGIN,SSO,,ws-12984,,,False,MFA failed,55.0,UNKNOWN,WS-12984,,login_failed
IAM00004011,2026-08-13 00:00:00+00:00,EMP10519,joshua.modi3,Sales,PASSWORD_RESET,MFA,192.168.251.183,VDR-10519,DEV87640,,False,,53.0,India,VDR-10519,,other
IAM00004939,2026-09-08 15:33:58+00:00,EMP10096,lopa.sethi64,Marketing Dept,SSO_SUCCESS,otp,,VDR_10096,DEV14809,SID129676,True,,71.0,UNKNOWN,VDR-10096,SID129676,login_success
IAM00006496,2026-09-01 08:24:02+00:00,EMP10855,  manthan.peri83  ,Fin,failed logon,BIOMETRIC,192.168.5.165,LPT-10855.corp.local,DEV92352,,False,bad token,100.0,Maharashtra,LPT-10855,,login_failed
IAM00005647,2026-08-09 20:10:00+00:00,EMP12811,forum.kala10,Procurement Team,LOGON_SUCCESS,PASSWORD,204.98.26.130,VDR-12811,DEV41965,SID899262,yes,,22.0,Delhi,VDR-12811,SID899262,login_success
IAM00005870,2026-08-02 07:12:00+00:00,EMP11710,advaith.barman92,Fin,PRIVILEGE_ESCALATION_REQUEST,Certificate,,,DEV28338,,False,,30.0,PB,LPT-11710,,other
IAM00010411,2026-08-18 19:20:20+00:00,EMP12654,charvi.tella63,People Team,success_login,Certificate,192.168.148.45,LPT-12654,DEV48604,SID498550,0,,69.0,,LPT-12654,SID498550,login_success
IAM00006726,2026-08-14 06:54:51+00:00,EMP11272,umang.loke95,Ops Team,success_login,Certificate,,VDR_11272,DEV73765,SID720917,1,,50.0,ind,VDR-11272,SID720917,login_success
IAM00006243,2026-08-16 00:00:00+00:00,EMP12759,ekanta_gola20,Sales,success_login,SSO,,LPT-12759,DEV11173,SID156526,False,,19.0,ind,LPT-12759,SID156526,login_success
IAM00007843,2026-08-18 16:06:51+00:00,EMP11930,  upma.mani95  ,Operations Dept,Successful Login,MFA,,VDR-11930,DEV46216,SID996574,1,NA,44.0,UNKNOWN,VDR-11930,SID996574,login_success
IAM00011013,2026-08-18 10:51:27+00:00,EMP12802,fariq.sanghvi8,Business Sales,Successful Login,biometric,172.16.101.238,WS-12802,,,False,NA,13.0,India,WS-12802,,login_success
IAM00017154,2026-08-24 22:06:19+00:00,EMP11854,rayaan.sani65,Sales,failed logon,certificate,,WS-11854,DEV99175,SID569837,False,invalid credentials,19.0,ind,WS-11854,SID569837,login_failed
IAM00019400,2026-08-25 21:22:51+00:00,EMP11737,fitan.rana52,Operations,FAILED_LOGIN,biometric,,,,SID783080,Y,,77.0,Maharashtra,WS-11737,SID783080,login_failed
IAM00004160,2026-08-10 19:35:51+00:00,EMP10392,gaurav.dey45,Support,success_login,biometric,220.134.215.92,WS-10392,DEV85766,SID404420,True,,31.0,Maharashtra,WS-10392,SID404420,login_success
IAM00007829,2026-08-21 02:23:27+00:00,EMP11600,gagan.mitter67,Procurement Team,DEVICE_REGISTERED,MFA,172.16.48.250,VDR-11600,DEV60738,,False,,3.0,UNKNOWN,VDR-11600,,other
IAM00004992,2026-08-15 06:53:55+00:00,EMP11061,EKANSH.AHUJA25,Mktg,LOGON_SUCCESS,OTP,,VDR-11061,DEV91844,SID255455,True,,14.0,DL,VDR-11061,SID255455,login_success
IAM00006423,2026-08-29 09:25:00+00:00,EMP12270,isaiah.bhatti12,Finance,LOGIN_FAILED,OTP,172.16.190.96,VDR-12270,DEV65508,,no,invalid credentials,51.0,remote,VDR-12270,,other
IAM00008364,2026-08-11 22:02:00+00:00,EMP10298,aradhana.yogi41,Mktg,AUTH_SUCCESS,OTP,172.16.39.11,LPT-10298,DEV52714,SID367152,False,,6.0,,LPT-10298,SID367152,login_success
IAM00008852,2026-08-22 15:48:50+00:00,EMP11546,aachal.chand47,Rd,Login Success,SSO,172.16.194.21,LPT-11546,DEV69893,SID360601,1,,62.0,IN,LPT-11546,SID360601,other
IAM00015637,2026-08-11 17:54:00+00:00,EMP10017,vritti.sengupta40,Sales,Login Success,certificate,,VDR-10017,DEV20322,SID123938,yes,,13.0,remote,VDR-10017,SID123938,other
IAM00012456,2026-08-06 19:02:24+00:00,EMP12161,omya.sahota27,Legal Dept,FAILED_LOGIN,sso,,WS-12161,DEV94884,SID487999,no,OTP expired,83.0,IN,WS-12161,SID487999,login_failed
IAM00002588,2026-08-30 22:04:04+00:00,EMP11583,hemang.bansal35,HR,FAILED_LOGIN,password,15.188.209.26,VDR-11583,DEV84136,,False,MFA failed,12.0,remote,VDR-11583,,login_failed
IAM00003838,2026-08-03 00:00:00+00:00,EMP11239,,Customer Care,Successful Login,PASSWORD,,lpt-11239,NA,SID777973,1,NA,100.0,Punjab,LPT-11239,SID777973,login_success
IAM00014982,2026-08-21 17:48:29+00:00,EMP12083,mohini.minhas94,Purchase,AUTH_FAILED,OTP,192.168.243.154,LPT-12083,DEV94267,SID515392,True,MFA failed,100.0,DL,LPT-12083,SID515392,login_failed
IAM00018559,2026-06-08 21:39:26+00:00,EMP12243,pratyush.thaman21,Sales,LOGIN_FAILED,BIOMETRIC,202.115.43.192,VDR-12243,,,N,NA,37.0,India,VDR-12243,,other
IAM00005612,2026-08-13 09:40:22+00:00,EMP12425,jeet_rajagopalan64,R&D,AUTH_FAILED,Certificate,87.198.176.89,LPT-12425.corp.local,DEV51114,SID795883,True,,3.0,DL,LPT-12425,SID795883,login_failed
IAM00015053,2026-08-15 04:25:38+00:00,EMP11861,wazir.khatri54,IT,LOGIN_SUCCESS,otp,,,DEV93888,,1,,90.0,PB,VDR-11861,,login_success
IAM00006813,2026-08-22 00:00:00+00:00,EMP11069,  vihaan.oak52  ,Procurement,LOGON_SUCCESS,Certificate,172.16.234.254,WS-11069,DEV72406,,Y,,,Punjab,WS-11069,,login_success
IAM00002924,2026-09-04 00:00:00+00:00,EMP12209,  gaurang.pathak52  ,Purchase,LOGON_SUCCESS,sso,10.161.123.0,VDR-12209,DEV71529,,False,NA,82.0,UNKNOWN,VDR-12209,,login_success
IAM00010517,2026-08-28 00:00:00+00:00,EMP11233,shivansh.karan47,People Team,SSO_SUCCESS,SSO,72.57.69.40,WS-11233,DEV28161,SID412757,Y,,8.0,Punjab,WS-11233,SID412757,login_success
IAM00004319,2026-08-21 00:00:00+00:00,EMP11429,,Marketing Dept,success_login,BIOMETRIC,,VDR-11429,DEV76252,SID365234,False,,21.0,DL,VDR-11429,SID365234,login_success
IAM00014708,,EMP11209,oscar.bumb13,IT,FAILED_LOGIN,PASSWORD,192.168.104.90,LPT-11209,DEV65073,,False,unknown user,10.0,PB,LPT-11209,,login_failed
IAM00017415,2026-08-09 08:25:00+00:00,EMP12338,geetika.biswas80,Operations Dept,FAILED_LOGIN,MFA,192.168.19.173,VDR-12338,DEV16463,,True,,82.0,,VDR-12338,,login_failed
IAM00006277,,EMP11079,teerth_andra51,It Dept,SSO_SUCCESS,BIOMETRIC,172.16.92.120,ws-11079,DEV51409,SID367829,yes,,100.0,IN,WS-11079,SID367829,login_success
IAM00005283,2026-09-04 19:46:56+00:00,EMP11576,timothy.maharaj40,Support,Successful Login,OTP,,VDR-11576,DEV88439,SID102220,False,,20.0,remote,VDR-11576,SID102220,login_success
IAM00001648,,EMP12169,banjeet.bains78,Operations,success_login,BIOMETRIC,,LPT_12169,DEV98508,SID981113,Y,,81.0,Punjab,LPT-12169,SID981113,login_success
IAM00012563,,EMP12735,irya.mall82,Mktg,LOGON_SUCCESS,certificate,,LPT-12735,DEV25459,SID340277,True,,78.0,,LPT-12735,SID340277,login_success
IAM00001524,2026-08-23 22:58:00+00:00,EMP12144,krishna.gala53,Marketing,Successful Login,Certificate,,LPT-12144,,SID778152,True,,67.0,IN,LPT-12144,SID778152,login_success
IAM00016172,2026-09-02 14:24:13+00:00,EMP11556,bishakha.mangat17,Operations,Login Success,BIOMETRIC,,VDR-11556,DEV97612,SID901524,False,,73.0,,VDR-11556,SID901524,other
