log_id,timestamp,hostname,src_ip,dst_ip,src_port,dst_port,protocol,action,bytes_sent,bytes_received,session_id,threat_flag,rule_name,geo_country,hostname_norm,session_id_norm
FW000000938,,VDR-12451,,,,25.0,icmp,allow,16693647.0,18644189.0,SID528474,False,,unknown,VDR-12451,SID528474
FW000012685,2026-08-28 00:00:00+00:00,WS-11198,192.168.237.235,25.106.117.230,1433.0,25.0,TCP/6,allow,14562710.0,19148144.0,SID742561,False,DENY_TELNET,,WS-11198,SID742561
FW000022265,2026-08-06 00:00:00+00:00,VDR-11537,,,22.0,8443.0,TCP/6,allow,24460828.0,6597224.0,SID-673679,False,,China,VDR-11537,SID673679
FW000010462,2026-05-09 02:30:38+00:00,WS-10280,59.136.19.228,,443.0,22.0,ping,allow,13.0,21981092.0,,False,UNKNOWN,US,WS-10280,
FW000003460,2026-08-29 16:03:51+00:00,LPT-12805,181.109.242.97,24.113.59.1,53.0,1433.0,TCP,allow,1583427.0,10566621.0,SID275719,False,,,LPT-12805,SID275719
FW000027488,2026-08-26 23:42:46+00:00,lpt-12634,,,445.0,443.0,6,allow,41674324.0,9750625.0,SID814803,False,ALLOW_INTERNAL_DNS,,LPT-12634,SID814803
FW000022014,2026-08-26 09:05:38+00:00,VDR-10710,,,22.0,3306.0,udp,allow,28.0,12562280.0,SID640933,False,MONITOR_DB_ACCESS,US,VDR-10710,SID640933
FW000004966,2026-08-24 12:48:55+00:00,WS-11073,,,25.0,3389.0,17,allow,570848.0,14013480.0,SID258912,False,,United States,WS-11073,SID258912
FW000017038,2026-08-18 11:47:00+00:00,VDR-10762,192.168.71.241,,443.0,,TCP/6,deny,,37625893.0,SID153830,False,ALLOW_WEB,ind,VDR-10762,SID153830
FW000002775,2026-08-22 03:37:19+00:00,LPT-10488,,172.16.79.241,443.0,53.0,UDP/17,allow,,9132593.0,SID832330,True,ALLOW_WEB,,LPT-10488,SID832330
FW000000268,2026-08-08 14:32:00+00:00,WS-11075,,192.168.84.194,25.0,8443.0,ICMP,allow,,8554884.0,SID849022,False,ALLOW_INTERNAL_DNS,unknown,WS-11075,SID849022
FW000018617,2026-08-21 23:57:36+00:00,VDR-10031,209.36.213.95,,,8080.0,TCP,allow,25369860.0,35977838.0,sid153124,False,,IN,VDR-10031,SID153124
FW000003120,2026-08-12 00:00:00+00:00,LPT-11170,172.16.167.51,172.16.89.40,3389.0,80.0,udp,allow,38953797.0,26322531.0,SID110903,False,DENY_TELNET,India,LPT-11170,SID110903
FW000008421,2026-08-19 23:08:17+00:00,LPT_10854,172.16.40.246,,80.0,445.0,TCP,allow,28695427.0,36625769.0,sid527818,False,ALLOW_WEB,,LPT-10854,SID527818
FW000019846,2026-09-02 01:12:12+00:00,LPT-10390,192.168.151.163,,,445.0,tcp,allow,22.0,9208507.0,SID329266,False,ALLOW_WEB,,LPT-10390,SID329266
FW000001211,2026-09-05 00:00:00+00:00,VDR-11074,,29.153.169.249,80.0,22.0,TCP/6,deny,28.0,541074.0,SID634892,True,ALLOW_WEB,,VDR-11074,SID634892
FW000029008,,LPT-10525,,192.168.163.61,,53.0,tcp,allow,34434679.0,49261716.0,SID312663,False,allow_office_apps,China,LPT-10525,SID312663
FW000013074,2026-08-30 09:22:00+00:00,LPT_11534,172.16.188.195,172.16.44.220,,445.0,tcp,allow,34262614.0,36864570.0,SID332705,False,,RU,LPT-11534,SID332705
FW000001086,2026-08-19 14:48:53+00:00,VDR-10502,172.16.220.64,,443.0,80.0,TCP/6,allow,47245652.0,23232098.0,SID581229,False,DENY_TELNET,RU,VDR-10502,SID581229
FW000008496,2026-09-05 00:30:55+00:00,VDR-10659,,,8443.0,53.0,TCP/6,allow,5320623.0,7.0,SID316991,False,,Russia,VDR-10659,SID316991
FW000000741,2026-08-12 00:00:00+00:00,LPT-11212,,131.123.128.209,3306.0,,udp,allow,32432253.0,8339310.0,SID883794,False,UNKNOWN,RU,LPT-11212,SID883794
FW000009596,2026-09-02 00:00:00+00:00,VDR-10343,10.188.111.0,56.191.8.56,25.0,443.0,TCP/6,allow,19704834.0,,SID701631,False,MONITOR_DB_ACCESS,ind,VDR-10343,SID701631
FW000006219,2026-09-08 10:31:41+00:00,VDR-10846,192.168.86.223,,53.0,,TCP/6,deny,22045054.0,49442214.0,sid537449,False,,unknown,VDR-10846,SID537449
FW000008853,2026-08-24 10:17:56+00:00,LPT-11626,192.168.123.173,114.89.11.114,53.0,,6,allow,2635677.0,19445756.0,SID181597,False,allow_office_apps,Russia,LPT-11626,SID181597
FW000003037,2026-08-28 08:14:42+00:00,VDR-10458,,122.10.89.72,3306.0,8080.0,ping,allow,24814811.0,31.0,SID207312,False,,IN,VDR-10458,SID207312
FW000024166,2026-08-02 00:00:00+00:00,WS-12727,,67.202.55.212,53.0,3306.0,TCP,allow,41692915.0,,SID775770,False,,United States,WS-12727,SID775770
FW000029723,2026-08-24 10:12:59+00:00,vdr-10361,,192.168.95.242,,135.0,tcp,allow,26159526.0,3020040.0,SID228249,False,allow_office_apps,China,VDR-10361,SID228249
FW000013739,2026-08-16 10:32:58+00:00,WS-11221,,,,,UDP/17,allow,30399995.0,,SID742289,False,BLOCK_EXTERNAL_RDP,US,WS-11221,SID742289
FW000022020,2026-08-05 09:39:48+00:00,WS-10111.corp.local,,39.192.115.108,1433.0,8080.0,udp,allow,9731.0,16521094.0,,False,,,WS-10111,
FW000025565,2026-08-14 21:17:28+00:00,WS-12938,,,80.0,443.0,tcp,allow,36826356.0,39788597.0,SID586297,False,ALLOW_WEB,,WS-12938,SID586297
FW000011572,2026-08-23 00:00:00+00:00,WS-12028,,,25.0,8443.0,TCP/6,allow,18.0,19006836.0,SID639233,True,,CN,WS-12028,SID639233
FW000022197,2026-08-18 03:43:09+00:00,VDR-12005,210.51.9.179,198.145.108.108,53.0,3389.0,6,deny,5.0,28665404.0,SID103779,False,allow_office_apps,Russia,VDR-12005,SID103779
FW000020519,,VDR-12896,,192.168.228.34,22.0,3389.0,UDP/17,allow,21578540.0,26344584.0,SID100543,False,BLOCK_EXTERNAL_RDP,,VDR-12896,SID100543
FW000001770,2026-08-22 00:00:00+00:00,lpt-10733,,192.168.166.92,1433.0,3389.0,6,allow,9803772.0,13.0,SID117711,True,ALLOW_INTERNAL_DNS,China,LPT-10733,SID117711
FW000013409,,WS-12264,172.16.143.78,172.16.195.73,1433.0,80.0,6,allow,3.0,37667455.0,,False,,India,WS-12264,
FW000003709,2026-08-16 02:11:42+00:00,WS-12454.corp.local,,145.193.82.101,22.0,445.0,TCP,allow,41952373.0,44434686.0,SID482257,False,,RU,WS-12454,SID482257
FW000027176,,ws-11630,,,25.0,3389.0,ping,allow,17006114.0,4046466.0,SID382077,False,MONITOR_DB_ACCESS,US,WS-11630,SID382077
FW000027242,2026-09-08 17:10:07+00:00,vdr-11012,192.168.29.215,,80.0,25.0,UDP,deny,4038644.0,39711644.0,SID393766,False,allow_office_apps,India,VDR-11012,SID393766
FW000006680,2026-08-05 23:04:05+00:00,LPT-11212,,,8080.0,80.0,tcp,allow,19.0,42744.0,SID519116,False,ALLOW_INTERNAL_DNS,,LPT-11212,SID519116
FW000007627,2026-09-09 09:31:00+00:00,LPT-12258,95.253.219.245,,3389.0,445.0,tcp,deny,3.0,35970053.0,SID153543,False,DENY_TELNET,RU,LPT-12258,SID153543
FW000026000,,ws-11737,15.250.4.239,143.140.25.167,53.0,,TCP,allow,29818.0,27888531.0,SID496714,False,,India,WS-11737,SID496714
FW000024698,2026-08-20 13:52:20+00:00,,172.16.18.104,172.16.110.227,,1433.0,TCP/6,allow,16.0,18929716.0,SID356755,False,block_tor_exit,,,SID356755
FW000001500,2026-05-08 00:51:54+00:00,LPT-12995,172.16.66.250,,3389.0,8443.0,TCP,allow,8220.0,880840.0,SID499113,False,MONITOR_DB_ACCESS,ind,LPT-12995,SID499113
FW000003563,2026-08-21 00:00:00+00:00,vdr-11527,,172.16.253.145,53.0,443.0,TCP,allow,,21836093.0,sid157273,False,MONITOR_DB_ACCESS,Russia,VDR-11527,SID157273
FW000006660,,VDR-10335,192.168.142.76,,1433.0,8443.0,TCP/6,allow,7484016.0,41.0,SID233627,True,allow_office_apps,unknown,VDR-10335,SID233627
FW000000131,2026-08-30 00:00:00+00:00,LPT-11025,214.250.163.144,,22.0,25.0,TCP,allow,48254973.0,18.0,SID249599,False,BLOCK_EXTERNAL_RDP,IN,LPT-11025,SID249599
FW000017680,2026-08-28 06:11:00+00:00,WS-11521,75.38.185.162,,,1433.0,TCP,deny,23836394.0,40042401.0,SID670618,False,,ind,WS-11521,SID670618
FW000011452,2026-08-31 12:51:01+00:00,LPT-10741,192.168.168.247,,,22.0,17,deny,26820747.0,8.0,SID-983685,True,BLOCK_EXTERNAL_RDP,RU,LPT-10741,SID983685
FW000003221,2026-08-06 11:40:06+00:00,VDR-11385,,165.223.189.96,80.0,,UDP,allow,6215941.0,37.0,SID600736,False,MONITOR_DB_ACCESS,,VDR-11385,SID600736
FW000004881,,,,,80.0,53.0,17,allow,28623741.0,44193840.0,SID797555,False,block_tor_exit,,,SID797555
FW000011913,2026-08-25 16:35:47+00:00,WS-12230,192.168.249.228,142.214.227.177,,,UDP,deny,38542819.0,17.0,SID493678,False,UNKNOWN,RU,WS-12230,SID493678
FW000004919,2026-08-25 03:23:00+00:00,LPT-12462,,192.168.179.204,8080.0,22.0,tcp,deny,6036.0,3979356.0,,False,block_tor_exit,United States,LPT-12462,
FW000001177,2026-08-13 19:17:48+00:00,LPT-10183,,172.16.122.26,1433.0,,UDP,allow,11990082.0,,SID146214,False,MONITOR_DB_ACCESS,India,LPT-10183,SID146214
FW000005583,2026-09-04 20:06:29+00:00,LPT-12292,,,80.0,80.0,udp,allow,28869556.0,7424178.0,SID263507,False,,IN,LPT-12292,SID263507
FW000016838,,LPT-11185.corp.local,,174.71.117.211,,25.0,tcp,deny,8189585.0,25108735.0,SID142829,False,,,LPT-11185,SID142829
FW000012117,2026-08-27 05:33:51+00:00,VDR-11765,192.168.192.73,143.255.64.250,1433.0,8443.0,udp,allow,,12.0,SID527841,False,,Russia,VDR-11765,SID527841
FW000001826,2026-08-21 16:18:00+00:00,WS-12790,202.107.130.111,122.106.247.154,443.0,53.0,TCP/6,allow,33344605.0,3390889.0,SID956861,False,UNKNOWN,China,WS-12790,SID956861
FW000011370,,LPT-10464,,206.249.104.201,3389.0,3389.0,TCP,allow,18.0,,SID494695,False,BLOCK_EXTERNAL_RDP,,LPT-10464,SID494695
FW000018806,2026-01-09 14:31:59+00:00,LPT-11452,172.16.113.199,,80.0,3306.0,17,deny,,41090175.0,,False,MONITOR_DB_ACCESS,,LPT-11452,
FW000019262,,lpt-11882,192.168.42.90,,,3389.0,UDP/17,allow,25564388.0,12831626.0,SID-723614,False,block_tor_exit,RU,LPT-11882,SID723614
FW000015985,,VDR-12890,,172.16.245.78,445.0,,6,deny,44697198.0,25216911.0,SID360629,False,,IN,VDR-12890,SID360629
FW000021172,2026-08-29 07:34:48+00:00,WS-10602,,34.197.192.129,135.0,53.0,TCP/6,deny,,38088631.0,SID419180,False,,Russia,WS-10602,SID419180
FW000000161,2026-12-08 03:53:50+00:00,LPT-12239,131.159.239.83,,3389.0,,TCP,allow,9877837.0,41046699.0,,False,MONITOR_DB_ACCESS,,LPT-12239,
FW000013600,,VDR-10756,84.122.207.214,,53.0,135.0,UDP,allow,24.0,42019883.0,SID517214,False,,US,VDR-10756,SID517214
FW000020839,2026-09-02 00:55:48+00:00,ws-10564,,,1433.0,25.0,TCP,deny,,8997010.0,SID710601,False,MONITOR_DB_ACCESS,China,WS-10564,SID710601
FW000012795,2026-08-28 00:13:48+00:00,VDR-12450,,56.230.168.167,,,TCP/6,allow,17260519.0,40600510.0,SID472755,False,block_tor_exit,US,VDR-12450,SID472755
FW000021371,2026-08-25 06:14:26+00:00,WS-11623,192.168.184.110,,443.0,443.0,TCP,allow,48711327.0,3330491.0,sid375319,False,block_tor_exit,,WS-11623,SID375319
FW000005767,2026-08-03 00:00:00+00:00,vdr-12557,172.16.240.65,55.12.237.206,22.0,,TCP/6,deny,22166533.0,36959195.0,SID-425276,False,,RU,VDR-12557,SID425276
FW000013496,2026-08-27 15:22:53+00:00,,135.38.21.156,172.16.251.2,22.0,8080.0,6,allow,121407.0,39.0,SID872129,False,,IN,,SID872129
FW000017931,2026-08-08 22:23:00+00:00,LPT-11278,,31.131.21.1,25.0,80.0,tcp,allow,23016533.0,32241358.0,sid858951,False,,,LPT-11278,SID858951
FW000001708,,LPT-11745,,147.91.176.4,25.0,443.0,tcp,allow,43645908.0,,SID542900,False,,,LPT-11745,SID542900
FW000002217,2026-08-22 01:15:00+00:00,LPT-10384,192.168.157.164,13.181.51.18,25.0,,TCP,allow,35536944.0,,SID818474,False,DENY_TELNET,China,LPT-10384,SID818474
FW000006330,2026-09-08 11:12:00+00:00,WS-10408,,192.168.3.226,8443.0,,TCP/6,allow,7.0,23469363.0,SID997011,False,MONITOR_DB_ACCESS,IN,WS-10408,SID997011
FW000002996,2026-05-09 17:40:04+00:00,LPT-10516,192.168.187.97,24.176.151.242,135.0,443.0,TCP/6,allow,32127.0,43255663.0,SID567208,False,ALLOW_INTERNAL_DNS,United States,LPT-10516,SID567208
FW000023872,2026-09-09 16:20:25+00:00,VDR-11576.corp.local,46.76.199.63,,8080.0,22.0,6,deny,837370.0,17338928.0,SID546823,False,BLOCK_EXTERNAL_RDP,ind,VDR-11576,SID546823
FW000014935,2026-08-09 12:39:58+00:00,LPT-12911,,27.90.208.171,8080.0,1433.0,TCP,allow,15645458.0,20647906.0,SID586287,False,block_tor_exit,India,LPT-12911,SID586287
FW000000399,,LPT-12721,172.16.93.145,,3306.0,1433.0,TCP/6,allow,35.0,,SID638366,True,UNKNOWN,IN,LPT-12721,SID638366
FW000013507,2026-09-03 01:54:58+00:00,vdr-11042,172.16.253.223,,445.0,3306.0,tcp,deny,42.0,3068128.0,SID264057,False,MONITOR_DB_ACCESS,Russia,VDR-11042,SID264057
FW000023664,2026-08-17 16:57:18+00:00,VDR-10776,,192.168.181.102,80.0,8080.0,tcp,allow,27488914.0,28976089.0,,False,MONITOR_DB_ACCESS,India,VDR-10776,
FW000018487,2026-08-15 13:29:15+00:00,LPT-11027,,,443.0,3306.0,TCP,allow,26.0,21.0,SID973381,False,,United States,LPT-11027,SID973381
FW000010988,2026-08-01 12:25:39+00:00,WS_11464,10.109.72.0,172.16.152.97,3389.0,8080.0,tcp,deny,40297498.0,16267.0,sid140472,False,,RU,WS-11464,SID140472
FW000016845,2026-09-07 22:07:03+00:00,LPT-12257,75.30.149.93,76.169.11.44,80.0,80.0,UDP,allow,,6763711.0,SID619729,False,ALLOW_WEB,US,LPT-12257,SID619729
FW000025000,2026-08-07 08:04:43+00:00,VDR-10555.corp.local,35.207.67.219,,135.0,135.0,TCP/6,allow,15277636.0,40.0,sid889302,False,BLOCK_EXTERNAL_RDP,,VDR-10555,SID889302
FW000025836,2026-08-20 04:55:00+00:00,WS-12790,71.38.202.20,10.102.20.0,135.0,445.0,TCP,allow,3913.0,,SID159956,False,DENY_TELNET,IN,WS-12790,SID159956
FW000006714,2026-09-07 11:54:12+00:00,LPT-11346,,,443.0,8080.0,udp,deny,40791811.0,,SID963164,False,,unknown,LPT-11346,SID963164
FW000003941,2026-08-15 17:50:16+00:00,VDR_12897,,192.168.83.172,80.0,,TCP/6,deny,8.0,34.0,SID439101,False,ALLOW_INTERNAL_DNS,CN,VDR-12897,SID439101
FW000020990,2026-08-29 02:13:00+00:00,LPT-12424,84.177.59.4,,22.0,80.0,6,deny,15902327.0,3065452.0,SID515642,False,DENY_TELNET,US,LPT-12424,SID515642
FW000020927,2026-09-06 08:39:25+00:00,LPT-12505,172.16.205.71,,445.0,443.0,6,deny,18859.0,11392003.0,,False,BLOCK_EXTERNAL_RDP,ind,LPT-12505,
FW000012944,2026-08-24 02:29:00+00:00,vdr-12023,143.203.227.242,92.156.179.165,80.0,445.0,6,allow,11065265.0,44798.0,SID726481,False,BLOCK_EXTERNAL_RDP,US,VDR-12023,SID726481
FW000014565,2026-09-02 09:30:00+00:00,lpt-12916,106.49.55.37,,,80.0,17,allow,44069869.0,8091135.0,SID503606,False,MONITOR_DB_ACCESS,,LPT-12916,SID503606
FW000024788,2026-01-08 03:07:17+00:00,LPT-12772,,37.236.63.25,,443.0,tcp,allow,,7.0,SID989617,False,UNKNOWN,United States,LPT-12772,SID989617
FW000029868,2026-09-06 01:13:00+00:00,LPT-10920,192.168.115.63,35.93.183.148,443.0,,TCP,allow,38.0,47166343.0,,False,block_tor_exit,unknown,LPT-10920,
FW000020258,2026-08-09 00:00:00+00:00,WS-10471,,192.168.186.234,22.0,25.0,TCP/6,deny,,34504218.0,SID395488,False,allow_office_apps,ind,WS-10471,SID395488
FW000019797,2026-09-09 23:08:00+00:00,lpt-11801,11.37.174.228,,443.0,22.0,17,deny,25763143.0,,SID570348,True,UNKNOWN,unknown,LPT-11801,SID570348
FW000019100,2026-08-06 01:35:11+00:00,VDR-11951,,,443.0,8443.0,udp,allow,41.0,,,False,MONITOR_DB_ACCESS,unknown,VDR-11951,
FW000019784,2026-08-16 18:47:47+00:00,LPT_11906,215.214.192.134,192.168.9.13,443.0,22.0,TCP/6,allow,10297495.0,9212546.0,SID765664,False,block_tor_exit,RU,LPT-11906,SID765664
FW000005944,2026-08-01 00:00:00+00:00,WS-10643,,192.168.159.167,25.0,135.0,TCP/6,allow,4722506.0,15390.0,SID473389,False,MONITOR_DB_ACCESS,China,WS-10643,SID473389
FW000024826,2026-08-08 22:34:38+00:00,VDR-12357,111.243.95.241,172.16.169.61,1433.0,3306.0,UDP/17,allow,6.0,36.0,SID363699,False,ALLOW_WEB,Russia,VDR-12357,SID363699
FW000014160,2026-08-14 00:00:00+00:00,WS-12870,172.16.136.227,172.16.214.143,1433.0,1433.0,UDP/17,deny,21297621.0,2188012.0,SID322286,False,BLOCK_EXTERNAL_RDP,Russia,WS-12870,SID322286
FW000016759,2026-08-11 00:00:00+00:00,WS-11077,172.16.162.171,,,25.0,TCP,allow,15371459.0,34896531.0,,False,allow_office_apps,ind,WS-11077,
FW000009086,2026-09-06 23:50:00+00:00,VDR-12705,,24.92.253.121,53.0,8443.0,TCP,allow,14928280.0,34.0,SID881660,False,MONITOR_DB_ACCESS,IN,VDR-12705,SID881660
FW000000450,,LPT-11616.corp.local,,172.16.249.111,,25.0,tcp,allow,44254885.0,4702.0,SID971223,False,,United States,LPT-11616,SID971223
FW000024291,2026-08-08 00:00:00+00:00,WS-11894,,192.168.86.62,25.0,22.0,TCP/6,allow,39.0,6631294.0,SID501150,False,DENY_TELNET,,WS-11894,SID501150
FW000019506,2026-08-11 14:10:18+00:00,VDR-12905.corp.local,,43.17.120.160,3306.0,443.0,TCP,allow,36.0,15942.0,SID246679,False,,India,VDR-12905,SID246679
FW000018190,2026-08-06 00:00:00+00:00,WS_11289,,69.94.222.44,135.0,443.0,tcp,allow,33045520.0,15253342.0,SID344565,False,allow_office_apps,ind,WS-11289,SID344565
FW000023614,2026-08-09 10:45:14+00:00,WS_12695,,192.168.129.81,,,tcp,allow,,,SID936694,False,UNKNOWN,United States,WS-12695,SID936694
FW000019406,2026-08-05 20:30:13+00:00,LPT-11163,,,22.0,443.0,6,allow,3934850.0,39379747.0,SID769226,False,ALLOW_WEB,US,LPT-11163,SID769226
FW000021720,2026-08-25 21:48:03+00:00,WS-12192,172.16.167.55,10.24.31.0,445.0,53.0,UDP,deny,22057429.0,16988455.0,SID614674,False,allow_office_apps,India,WS-12192,SID614674
FW000020654,2026-09-08 21:55:57+00:00,VDR-12560,105.93.216.59,178.249.144.57,1433.0,,udp,allow,,47945662.0,SID870403,False,allow_office_apps,United States,VDR-12560,SID870403
FW000028933,,WS-11192,,14.43.27.193,3389.0,,udp,allow,8.0,,SID922994,False,block_tor_exit,,WS-11192,SID922994
FW000008728,2026-08-20 19:52:32+00:00,VDR-12784,132.81.199.243,,25.0,445.0,tcp,allow,28.0,42848501.0,SID251986,False,ALLOW_INTERNAL_DNS,unknown,VDR-12784,SID251986
FW000019835,2026-09-09 09:11:57+00:00,VDR-10940,,,8080.0,3306.0,6,allow,49498153.0,11977144.0,SID581573,False,UNKNOWN,IN,VDR-10940,SID581573
FW000006607,2026-08-01 13:28:00+00:00,WS-11630,,172.16.133.253,,3306.0,TCP/6,allow,10478081.0,,SID337596,False,UNKNOWN,RU,WS-11630,SID337596
FW000006522,,VDR-12282,,,443.0,25.0,tcp,allow,27744373.0,31903503.0,,False,block_tor_exit,India,VDR-12282,
FW000027149,,WS-11915.corp.local,,179.242.233.102,445.0,8080.0,TCP/6,allow,9.0,7404292.0,SID476408,False,ALLOW_INTERNAL_DNS,,WS-11915,SID476408
FW000000367,2026-08-28 00:00:00+00:00,WS_12571,,,,445.0,udp,allow,,16434563.0,SID632246,False,DENY_TELNET,China,WS-12571,SID632246
FW000007808,2026-08-10 17:00:46+00:00,VDR-12154,121.111.138.44,,445.0,80.0,6,allow,,,sid789668,False,ALLOW_INTERNAL_DNS,,VDR-12154,SID789668
FW000017319,2026-08-13 17:12:24+00:00,VDR-12693,192.168.98.57,,,8443.0,6,allow,21754710.0,14441268.0,SID726253,False,ALLOW_INTERNAL_DNS,IN,VDR-12693,SID726253
FW000007560,2026-08-23 00:00:00+00:00,WS-11260,20.134.209.232,106.113.240.178,445.0,53.0,TCP/6,allow,4571854.0,3052561.0,,False,,CN,WS-11260,
FW000029195,2026-08-30 06:56:59+00:00,WS_10635,172.16.117.27,,,135.0,tcp,deny,31713.0,42206731.0,SID713156,False,ALLOW_WEB,unknown,WS-10635,SID713156
FW000028920,2026-08-04 07:48:26+00:00,LPT-11488.corp.local,,192.168.209.189,,8080.0,17,deny,25721289.0,18458375.0,SID165611,True,ALLOW_WEB,CN,LPT-11488,SID165611
FW000013499,,LPT-10651,177.28.46.169,192.168.41.52,8080.0,3306.0,17,allow,46500.0,840.0,SID413128,False,allow_office_apps,Russia,LPT-10651,SID413128
FW000001891,2026-08-24 06:16:19+00:00,LPT-11208,,192.168.64.222,443.0,22.0,TCP,allow,39430613.0,40452909.0,,True,block_tor_exit,unknown,LPT-11208,
FW000005135,2026-10-08 11:56:09+00:00,LPT-10087,192.168.200.137,,22.0,135.0,TCP/6,allow,40899905.0,8124359.0,sid740085,False,,United States,LPT-10087,SID740085
FW000005204,2026-08-18 22:42:18+00:00,VDR-10906,,177.101.41.254,8080.0,8080.0,TCP,allow,10.0,29444557.0,SID356685,False,allow_office_apps,China,VDR-10906,SID356685
FW000015938,2026-08-13 18:01:54+00:00,WS-10264,81.182.203.67,192.168.160.17,8080.0,443.0,UDP/17,allow,41.0,12.0,sid822446,False,MONITOR_DB_ACCESS,China,WS-10264,SID822446
FW000029213,2026-08-16 03:36:39+00:00,LPT-11491,,,25.0,3389.0,17,allow,5823291.0,44082286.0,SID957167,False,UNKNOWN,IN,LPT-11491,SID957167
FW000012921,,WS-12072,,,3306.0,8080.0,17,allow,8003472.0,46816240.0,SID-824549,False,BLOCK_EXTERNAL_RDP,Russia,WS-12072,SID824549
FW000005967,2026-08-20 02:34:46+00:00,,192.168.241.172,192.168.86.240,53.0,135.0,TCP/6,allow,,30.0,sid571761,False,,CN,,SID571761
FW000025203,2026-08-09 08:53:54+00:00,LPT-12260.corp.local,,,3306.0,25.0,TCP/6,allow,45499914.0,21012332.0,SID-535509,False,BLOCK_EXTERNAL_RDP,,LPT-12260,SID535509
FW000023851,2026-08-22 06:14:23+00:00,vdr-12388,,192.168.55.202,3306.0,,TCP,allow,17897358.0,36344243.0,SID882606,False,DENY_TELNET,CN,VDR-12388,SID882606
FW000007584,2026-09-02 03:23:00+00:00,VDR-11179,38.23.152.224,,3389.0,8443.0,6,allow,42106421.0,47938.0,SID153273,False,BLOCK_EXTERNAL_RDP,United States,VDR-11179,SID153273
FW000021107,2026-08-11 08:11:00+00:00,VDR_10925,,192.168.108.250,3389.0,445.0,6,allow,25517324.0,48671362.0,sid972500,False,DENY_TELNET,United States,VDR-10925,SID972500
FW000001689,2026-08-04 18:45:43+00:00,LPT-10894,,,,445.0,tcp,allow,17.0,29.0,SID699804,False,,Russia,LPT-10894,SID699804
FW000006674,2026-08-14 13:00:22+00:00,VDR-11660,172.16.104.26,,25.0,445.0,TCP/6,allow,40490828.0,8054162.0,SID635690,False,DENY_TELNET,Russia,VDR-11660,SID635690
FW000023358,2026-08-14 19:12:40+00:00,vdr-12386,,,,443.0,TCP,allow,,37.0,SID665939,False,ALLOW_WEB,India,VDR-12386,SID665939
FW000020552,2026-08-15 10:20:23+00:00,WS-11885.corp.local,,,22.0,3306.0,tcp,allow,263795.0,14.0,SID699724,False,DENY_TELNET,Russia,WS-11885,SID699724
FW000004293,2026-09-03 15:42:07+00:00,LPT-11107,209.154.247.85,192.168.36.125,80.0,3306.0,icmp,deny,,15419285.0,SID174414,False,UNKNOWN,India,LPT-11107,SID174414
FW000004615,2026-08-12 15:15:35+00:00,LPT-11190,,172.16.39.158,443.0,135.0,udp,allow,41335724.0,46296716.0,,False,BLOCK_EXTERNAL_RDP,RU,LPT-11190,
FW000014354,,ws-11384,192.168.158.140,141.165.249.170,,,udp,deny,8.0,42312857.0,,False,ALLOW_INTERNAL_DNS,Russia,WS-11384,
FW000025784,2026-08-23 00:00:00+00:00,VDR-11083,172.16.12.236,,3306.0,135.0,tcp,allow,2144807.0,4.0,SID126348,False,UNKNOWN,China,VDR-11083,SID126348
FW000012126,2026-08-22 13:42:46+00:00,VDR-12318,172.16.107.115,51.172.94.240,25.0,135.0,tcp,allow,32033029.0,16401452.0,SID891820,False,BLOCK_EXTERNAL_RDP,IN,VDR-12318,SID891820
FW000023436,2026-09-06 10:33:55+00:00,,,,80.0,,udp,allow,27156105.0,13075652.0,SID253174,False,allow_office_apps,United States,,SID253174
FW000014019,2026-09-03 04:51:01+00:00,ws-12901,172.16.157.223,219.239.107.7,,8443.0,6,deny,4436016.0,22117542.0,SID680465,False,allow_office_apps,United States,WS-12901,SID680465
FW000007150,2026-08-18 22:09:44+00:00,WS-11548,192.168.213.224,213.5.192.197,53.0,80.0,tcp,allow,20516224.0,9691545.0,sid997464,False,ALLOW_WEB,unknown,WS-11548,SID997464
FW000010642,2026-08-13 05:07:28+00:00,VDR-12570,192.168.169.215,84.64.100.196,53.0,3389.0,tcp,allow,5765232.0,31.0,,False,block_tor_exit,China,VDR-12570,
FW000024538,2026-09-02 03:20:01+00:00,VDR-12882,,,8443.0,8080.0,6,allow,,44653.0,,False,MONITOR_DB_ACCESS,ind,VDR-12882,
FW000013310,2026-08-20 19:18:00+00:00,VDR_11494,172.16.59.106,191.216.30.14,443.0,80.0,TCP,allow,40912607.0,5873067.0,sid305123,False,UNKNOWN,IN,VDR-11494,SID305123
FW000025509,2026-09-05 17:02:36+00:00,VDR-12277,173.199.81.87,,25.0,80.0,TCP,allow,,,SID567815,False,allow_office_apps,Russia,VDR-12277,SID567815
FW000027174,2026-09-04 04:13:22+00:00,LPT-11762,,171.142.167.28,445.0,,tcp,allow,39648111.0,22506158.0,SID842568,False,allow_office_apps,RU,LPT-11762,SID842568
FW000004823,2026-08-30 04:19:45+00:00,VDR-11602,,22.111.81.154,25.0,443.0,TCP/6,deny,16355933.0,37187744.0,SID789626,False,block_tor_exit,United States,VDR-11602,SID789626
FW000025422,,WS-12592,,83.152.57.220,8080.0,135.0,TCP,allow,,26402858.0,SID663560,False,allow_office_apps,US,WS-12592,SID663560
FW000016358,2026-08-18 17:18:29+00:00,ws-10214,140.189.86.223,,8443.0,,udp,deny,,,SID720093,False,,,WS-10214,SID720093
