alert_id,detected_timestamp,resolved_timestamp,hostname,user_id,endpoint_product,alert_name,severity,status,description,file_path,process_name,sha256,assigned_to,device_criticality
EPA00000963,2026-09-07 07:07:20,2026-09-08 10:07:20,lpt-10679,EMP10679,Carbon Black,Trojan:Win32,MEDIUM,NEW,Suspicious script execution observed. Logs attached.,C:\Windows\System32\drivers\etc\hosts,python.exe,9c62968fdb9e0692e0b4476b0811871dbf26f3c25dbd5550dcc1d86eef8fe8ff,soc.analyst2,LOW
EPA00007455,2026-08-11 00:00:00,2026-08-15 06:27:00,VDR-12464,EMP12464,Quick Heal,Trojan:Win32,LOW,IN_PROGRESS,User reported machine slowdown after popup. AV alert generated.,,winword.exe,07f5bb9c76d0c1e9,,High
EPA00007775,2026-08-30 18:43:29,,LPT-10609,EMP10609,Defender,Malware detected,LOW,O,Endpoint protection detected suspicious activity on host.,E:\Backup\data.rar,python.exe,ea53c74435ee74cea01aa9e98f84463756c2a4f4e92cc7f91d812e586adc1c56,,L
EPA00005625,2026-08-25 00:51:00,,LPT-11945,EMP11945,Quick Heal,Trojan:Win32,MEDIUM,IN_PROGRESS,Threat detected after file download from external website.,C:\Windows\System32\drivers\etc\hosts,powershell.exe,516a8493c19762968a6ccca639807a34308eab97ac83a9cf6412868790115300,admin,Critical
EPA00000360,2026-08-11 07:20:29,,VDR_12059,EMP12059,Quick Heal,Credential dumping attempt,LOW,N,Threat detected after file download from external website.,C:\Windows\System32\drivers\etc\hosts,excel.exe,ef35d0c7d0d88c1541172dc174f77826ec8a8039c0407acd044e72d3c03a1f77,,MEDIUM
EPA00003840,,,WS-10393,EMP10393,Quick Heal,Unauthorized USB,HIGH,N,Endpoint agent blocked execution. Review required.,C:\Windows\System32\drivers\etc\hosts,excel.exe,d4b54447e3ee33a48f9dc098ca900018c7d9319bbd9b679c2f6ea377d8015922,soc.analyst2,
EPA00005553,2026-08-19 14:23:00,2026-08-22 12:23:52,WS-12855,EMP12855,McAfee,suspicious_powershell,LOW,O,Suspicious script execution observed. Logs attached.,C:\Users\user\AppData\Local\Temp\cache.bin,,,admin,
EPA00001247,2026-08-08 00:00:00,2026-08-12 00:00:00,LPT-11114,EMP11114,SYMANTEC,Credential dumping attempt,CRITICAL,FP,Endpoint agent blocked execution. Review required.,D:\Projects\scripts\cleanup.ps1,powershell.exe,,,H
EPA00005790,,,VDR-10877,EMP10877,Quick Heal,Credential dumping attempt,HIGH,R,User reported machine slowdown after popup. AV alert generated.,C:\Users\user\Desktop\salary.xlsx,unknown,1c9515efe98cc59c97db6422c721ccad1614a248701a0ac20587301ba5ab277e,,LOW
EPA00005088,2026-09-04 18:16:00,2026-09-04 00:00:00,LPT-12796,EMP12796,Carbon Black,ransomware_behavior,HIGH,Unassigned,Suspicious script execution observed. Logs attached.,C:\Windows\Temp\update.tmp,excel.exe,eb52a8b7c279aa25f71c93898387136b8283317d1d2db0953854301911d5f1f5,soc.analyst2,
EPA00003695,,,VDR-10485,EMP10485,Windows Defender,Lateral movement detected,MEDIUM,Not Malicious,Process attempted to access sensitive directory.,D:\Projects\scripts\cleanup.ps1,,c2023749a9e49fba9f504aa4c356ecce52d2cd9afb0c39c9f852c323f16929d5,,MEDIUM
EPA00006985,2026-08-27 00:00:00,,LPT-11904,EMP11904,CrowdStrike,Unauthorized USB,HIGH,Open,Endpoint agent blocked execution. Review required.,C:\ProgramData\svc\agent.dll,powershell.exe,72065651FB9A5783D7F5624FC18CFEEE1DB2D6252E26B3FD5F83E9FF5C4A0EDD,unassigned,M
EPA00002568,,2026-08-21 12:59:32,,EMP10887,SentinelOne,suspicious_powershell,CRITICAL,In Progress,Endpoint protection detected suspicious activity on host.,C:\Windows\System32\drivers\etc\hosts,unknown,9a2b2cad5f13e95c120efffd6e9129fc6ca5cc3aec68bc5b8ebf8c1b827f2e88,unassigned,CRITICAL
EPA00003424,,2026-08-22 04:00:00,VDR-11557,EMP11557,Kaspersky,USB device blocked,MEDIUM,N,Endpoint agent blocked execution. Review required.,D:\Projects\scripts\cleanup.ps1,python.exe,ff6caae59967f64ce4d2be89fabbbe80974983674cc7e9873a15333e85a146e3,unassigned,MEDIUM
EPA00002038,2026-09-09 14:40:00,2026-09-11 23:40:07,VDR-12949,EMP12949,Kaspersky,ransomware_behavior,MEDIUM,Open,Alert generated from heuristic engine. Possible false positive.,C:\Users\user\AppData\Local\Temp\cache.bin,msedge.exe,e5cb6ec4b46e054315447443bcfbf9309dee399d7bed879bb9dfe3baa7447751,incident.team,M
EPA00000773,2026-08-08 11:06:00,2026-08-11 22:06:00,LPT-10125,EMP10125,Carbon Black,ransomware_behavior,LOW,NEW,Malicious file blocked. User notified. Need validation.,C:\Users\Public\Downloads\invoice.exe,chrome.exe,106e007fdc743804938ba9397ab88c1113594391516e312e942285f37e85635a,unassigned,Medium
EPA00007612,,2026-08-14 04:23:27,WS-12891,EMP12891,SentinelOne,Trojan:Win32,LOW,N,Malicious file blocked. User notified. Need validation.,C:\Windows\Temp\update.tmp,winword.exe,,,H
EPA00003563,,,WS-11171.corp.local,EMP11171,Defender,Keylogger suspected,CRITICAL,Resolved,Endpoint agent blocked execution. Review required.,C:\Windows\Temp\update.tmp,msedge.exe,0b4b9f968e4167d34601c1851dcfb30d57b13dd628e89685ecbb879152da746a,admin,Low
EPA00007841,,,LPT-12293,EMP12293,McAfee,MALWARE_DETECTED,HIGH,NEW,Endpoint protection detected suspicious activity on host.,D:\Projects\scripts\cleanup.ps1,explorer.exe,909B4A270BACC96C154EAA042C09E66EA6C87D22C4D19350CDCFD926379F3CFC,admin,MEDIUM
EPA00007573,2026-08-24 18:25:00,2026-08-29 00:00:00,WS-10137,EMP10137,Carbon Black,Keylogger suspected,CRITICAL,Resolved,Endpoint protection detected suspicious activity on host.,E:\Backup\data.rar,chrome.exe,260f1b501f681165265a0f17704a4a2aa7a6d350861480167f7973b4f811aa41,unassigned,CRITICAL
EPA00005331,2026-08-15 14:45:56,,,EMP12360,Carbon Black,Lateral movement detected,MEDIUM,NEW,Suspicious script execution observed. Logs attached.,C:\Users\user\AppData\Local\Temp\cache.bin,chrome.exe,0e9efa08480ad63c02f2e1a4425405c7cc3488654df3be05d965414ff23679e9,,High
EPA00005493,2026-09-05 09:41:53,,LPT-11683,EMP11683,Kaspersky,Browser hijack attempt,LOW,FP,Suspicious script execution observed. Logs attached.,C:\ProgramData\svc\agent.dll,winword.exe,41b1d4927c800d75f1f29a148b723332cf53c76fe44ae7c71f4cbcc41bf6f4f0,,Low
EPA00004532,2026-08-12 00:00:00,,VDR-12153,EMP12153,Kaspersky,MALWARE_DETECTED,LOW,IN_PROGRESS,User reported machine slowdown after popup. AV alert generated.,D:\Projects\scripts\cleanup.ps1,unknown,0a48535fac08462fef8d8cbfc30fd7e12de32b5874da4a3dc44e5e053ca9aaf8,incident.team,H
EPA00001675,2026-09-04 12:18:51,2026-09-05 00:00:00,WS-12559,EMP12559,Carbon Black,Unusual admin share access,HIGH,NEW,Process attempted to access sensitive directory.,,chrome.exe,117e6a207f54a8c778dfd88469652d7303f922b5070b7691dc64b80785e26eee,,Low
EPA00000366,2026-08-19 00:00:00,,WS-10341,EMP10341,Quick Heal,USB device blocked,LOW,FALSE_POSITIVE,Alert generated from heuristic engine. Possible false positive.,C:\ProgramData\svc\agent.dll,winword.exe,306961dcd7544c0639dc5e7a467482454d8acbe47efba29378494d571a5a9d08,soc.analyst1,M
EPA00006891,,2026-08-15 12:06:28,LPT-10062.corp.local,EMP10062,McAfee,Suspicious PowerShell Execution,HIGH,In Progress,Endpoint agent blocked execution. Review required.,,cmd.exe,,unassigned,LOW
EPA00005968,2026-08-25 13:28:13,2026-08-27 00:00:00,,EMP10494,Quick Heal,Unauthorized USB,MEDIUM,Unassigned,Endpoint agent blocked execution. Review required.,C:\Windows\Temp\update.tmp,winword.exe,fe03b252816e898fb5577b6f73f9c21bac4cb2362ad66e15299b9ba981d1e41b,,M
EPA00004328,2026-03-08 04:02:11,2026-08-04 00:02:11,LPT-10001,EMP10001,Defender,Trojan:Win32,MEDIUM,FALSE_POSITIVE,User reported machine slowdown after popup. AV alert generated.,C:\Users\Public\Downloads\invoice.exe,explorer.exe,07812b4b6d65f2c8a6226cbd0b84b01d7d850ef310e8949f5843cf5ca60a9811,unassigned,M
EPA00000148,2026-08-18 23:39:54,,VDR-10659,EMP10659,SYMANTEC,Ransomware Activity,MEDIUM,O,Alert triggered by abnormal network connection.,C:\Windows\Temp\update.tmp,excel.exe,2eaffd4687b9eb065a8d32ad469f822604376637aa1d6dfa87def9581931f842,incident.team,Low
EPA00003089,2026-09-05 00:00:00,2026-09-08 00:00:00,LPT-11335,EMP11335,McAfee,Unusual admin share access,LOW,Resolved,Alert generated from heuristic engine. Possible false positive.,,chrome.exe,c99ae4691a0e85ee1c5b5dabd589dae41cd4ab68a5dffd9403cf13c604562c50,,LOW
EPA00006536,2026-08-28 16:58:00,2026-08-30 05:58:36,LPT-12616.corp.local,EMP12616,Kaspersky,USB device blocked,LOW,CLOSED,Alert triggered by abnormal network connection.,C:\Users\user\AppData\Local\Temp\cache.bin,winword.exe,37bd3154ac890977dc1da7fc6a7ccf505373c11a774046f10d9af82330280633,unassigned,CRITICAL
EPA00000408,2026-08-02 01:08:00,2026-08-02 00:00:00,VDR-12865,EMP12865,Kaspersky,Ransomware Activity,MEDIUM,FP,Suspicious script execution observed. Logs attached.,C:\Users\user\AppData\Local\Temp\cache.bin,powershell.exe,5adb5c73c66a1d73c9b2205d795624de7175ec8249a54d9099e3520fa82702a9,soc.analyst1,M
EPA00007649,,,LPT-11322.corp.local,EMP11322,CrowdStrike,Unauthorized USB,HIGH,False Positive,Alert generated from heuristic engine. Possible false positive.,C:\Windows\Temp\update.tmp,cmd.exe,1b618b1cd75085e4956b45559bd64fef7c808356fdaf7bb8cbc0f0aeb07c871e,,Critical
EPA00003457,2026-08-10 11:21:27,,,EMP10924,McAfee,Unauthorized USB,MEDIUM,New,Process attempted to access sensitive directory.,E:\Backup\data.rar,python.exe,52349bdd6d942e2cfa33a7aef533ff800b3b158abbf54938014b54763d3a36aa,,CRITICAL
EPA00004183,,2026-11-08 17:37:10,lpt-11376,EMP11376,Kaspersky,Credential dumping attempt,MEDIUM,NEW,Alert triggered by abnormal network connection.,C:\Windows\Temp\update.tmp,powershell.exe,,,H
EPA00003577,,,VDR-11954,EMP11954,Kaspersky,MALWARE_DETECTED,CRITICAL,CLOSED,Malicious file blocked. User notified. Need validation.,C:\Users\user\AppData\Local\Temp\cache.bin,unknown,5fa9eab4c90b732668c590bebde1bda0c15f31db44fe2c9f098b8858a75e6086,incident.team,
EPA00003272,,,,EMP10222,Carbon Black,Malware detected,HIGH,R,Suspicious script execution observed. Logs attached.,C:\ProgramData\svc\agent.dll,unknown,,,
EPA00004941,2026-08-27 11:58:40,2026-08-28 04:58:40,,EMP11529,Quick Heal,Unauthorized USB,MEDIUM,Unassigned,Endpoint protection detected suspicious activity on host.,E:\Backup\data.rar,excel.exe,,soc.analyst2,Low
EPA00001032,2026-08-03 13:03:00,,VDR-11061,EMP11061,CrowdStrike,Unauthorized USB,MEDIUM,New,Alert triggered by abnormal network connection.,C:\Users\user\Desktop\salary.xlsx,excel.exe,,soc.analyst1,L
EPA00005510,2026-08-20 00:00:00,,LPT-12762,EMP12762,Windows Defender,MALWARE_DETECTED,MEDIUM,OPEN,Alert triggered by abnormal network connection.,C:\Users\user\AppData\Local\Temp\cache.bin,unknown,be589dae6711917dea4755da6d72d66a7bf6fbe480843fc0f3b86d9910358853,,Medium
EPA00000856,2026-08-18 00:00:00,,,EMP12693,SYMANTEC,MALWARE_DETECTED,HIGH,WIP,Malicious file blocked. User notified. Need validation.,E:\Backup\data.rar,python.exe,,,Critical
EPA00003927,2026-08-17 00:45:05,,WS-11241,EMP11241,Kaspersky,Suspicious PowerShell Execution,LOW,Not Malicious,Process attempted to access sensitive directory.,,,7dedb8fbaff8add243a1ca3b6e6b7ef3ea1d1a2ad3486e546fec4440a9257c15,,High
EPA00000079,2026-08-25 17:55:10,2026-08-29 00:00:00,vdr-11605,EMP11605,Kaspersky,ransomware_behavior,MEDIUM,Open,Alert triggered by abnormal network connection.,C:\Windows\Temp\update.tmp,powershell.exe,b6b624c6615cb941abaa3df7f15bca9ac0bf04d0df723367e65c88cad5dbdc85,soc.analyst2,MEDIUM
EPA00002248,2026-09-02 22:59:20,2026-09-07 00:00:00,WS-11381,EMP11381,Kaspersky,suspicious_powershell,MEDIUM,Closed,Multiple failed attempts to disable security agent.,C:\Users\user\Desktop\salary.xlsx,cmd.exe,b3732a50b9f1974a2aa23a48c5da8e2761ae8cd4a84d644fb1d8552e9669b9da,incident.team,High
EPA00006146,2026-08-22 02:06:16,2026-08-25 00:00:00,LPT-10114,EMP10114,Carbon Black,USB device blocked,MEDIUM,Closed,User reported machine slowdown after popup. AV alert generated.,C:\ProgramData\svc\agent.dll,explorer.exe,7f311e03ee8f9d2b685f6057c76d987c851155a8932937e5b1418409726b25d5,unassigned,
EPA00007567,2026-08-19 11:02:00,,LPT-11763,EMP11763,SYMANTEC,Credential dumping attempt,CRITICAL,Active,Malicious file blocked. User notified. Need validation.,E:\Backup\data.rar,powershell.exe,8efd5b0d5a110bac19462ec873903237eb818a6d317b6b3643563a90d5ef36fe,soc.analyst2,MEDIUM
EPA00007617,2026-04-08 04:10:42,2026-08-08 04:10:42,LPT-10753,EMP10753,SYMANTEC,Malware detected,MEDIUM,CLOSED,Malicious file blocked. User notified. Need validation.,C:\Windows\System32\drivers\etc\hosts,excel.exe,61b93fa51269b30c265516313bef39e72bd714406874a02642a17b5669593a5e,soc.analyst1,High
EPA00006931,2026-09-08 00:00:00,,VDR-11508,EMP11508,Quick Heal,suspicious_powershell,CRITICAL,Open,Alert generated from heuristic engine. Possible false positive.,C:\ProgramData\svc\agent.dll,msedge.exe,21642f675d15e297970e532bc218133a8fb83730d3c3723373677684099852ff,,M
EPA00005710,2026-09-04 06:58:25,2026-09-05 10:58:25,LPT-11891,EMP11891,SentinelOne,suspicious_powershell,HIGH,O,Malicious file blocked. User notified. Need validation.,C:\Users\user\AppData\Local\Temp\cache.bin,msedge.exe,892604fc9929712147d070aa85ca07d41dcf5c3801c70483b2fe7e710b336c7a,,Medium
EPA00000789,2026-09-05 19:55:34,2026-08-09 11:55:34,VDR-10267,EMP10267,Defender,MALWARE_DETECTED,HIGH,R,Alert triggered by abnormal network connection.,C:\Windows\System32\drivers\etc\hosts,powershell.exe,c839909b8257f5839801bb5cf92e6a4b8ae4060e8f8a173319c6693e2300ec19,admin,Low
EPA00002280,2026-09-02 05:40:01,2026-09-07 00:00:00,LPT-12044,EMP12044,CrowdStrike,Trojan:Win32,LOW,Resolved,User reported machine slowdown after popup. AV alert generated.,D:\Projects\scripts\cleanup.ps1,,78617cb6ab3d79dce9e1f0ed9fcaf7e31494ad01b469787c2909ac122e2d0158,soc.analyst2,
EPA00004096,2026-09-05 06:19:09,,WS-12120,EMP12120,Kaspersky,ransomware_behavior,HIGH,False Positive,Process attempted to access sensitive directory.,E:\Backup\data.rar,chrome.exe,,,Low
EPA00003898,2026-09-02 01:56:27,2026-09-05 12:56:00,VDR-11167,EMP11167,McAfee,Unauthorized USB,CRITICAL,NEW,Alert triggered by abnormal network connection.,C:\ProgramData\svc\agent.dll,powershell.exe,b6acfb8ca50871795c7a9ced6ea2ea651e5f90e9d571c8be49056696cf2d60da,unassigned,LOW
EPA00005408,2026-08-29 09:41:33,,VDR-11046,EMP11046,Quick Heal,Phishing URL blocked,MEDIUM,Unassigned,Threat detected after file download from external website.,D:\Projects\scripts\cleanup.ps1,winword.exe,abf10a645390f43d04f302def18e18e3dba1de34a0b00de25c3113d7101d440e,admin,High
EPA00006875,2026-08-10 04:33:28,2026-08-12 22:33:28,WS-11137,EMP11137,SentinelOne,Trojan:Win32,CRITICAL,Resolved,Alert triggered by abnormal network connection.,C:\Users\user\Desktop\salary.xlsx,unknown,72067453f7583d9e0d5a9328ce4867e81e7cde15c33f6e19ef7e73ac0057a509,,M
EPA00003632,2026-09-05 18:26:00,2026-09-10 02:26:50,VDR-11618,EMP11618,Carbon Black,Keylogger suspected,LOW,R,Process attempted to access sensitive directory.,C:\ProgramData\svc\agent.dll,powershell.exe,1e376cac80690fc8bbda1680b4cf19a79d47239b9ac56e63f5e67545fbbcfc1b,soc.analyst2,
EPA00006212,2026-09-07 22:15:24,,WS-11997,EMP11997,Quick Heal,Ransomware Activity,CRITICAL,Open,Multiple failed attempts to disable security agent.,,cmd.exe,443dae1d6a0570936e0dc1cff3f16794966bb2a41d5ebd7fd9edcd4413d929f8,soc.analyst1,LOW
EPA00000425,,2026-08-24 15:03:39,WS-10000,EMP10000,Windows Defender,Credential dumping attempt,MEDIUM,In Progress,Alert triggered by abnormal network connection.,C:\Windows\Temp\update.tmp,powershell.exe,,,H
EPA00000393,,2026-09-01 21:52:35,VDR-12749,EMP12749,McAfee,Browser hijack attempt,LOW,WIP,User reported machine slowdown after popup. AV alert generated.,,cmd.exe,3147058969ea8a00676d998aa83411699b8ec0e703a1024ba6628f576bee2d8c,,Critical
EPA00006195,,2026-08-13 00:00:00,VDR-12684,EMP12684,SYMANTEC,Lateral movement detected,MEDIUM,Open,Endpoint protection detected suspicious activity on host.,C:\Users\Public\Downloads\invoice.exe,powershell.exe,24534d6211c43d02378064c97caec32d3b240b0f24519830b8524f2f015cdcd5,,L
EPA00007819,,,LPT-11359,EMP11359,Quick Heal,USB device blocked,LOW,New,Suspicious script execution observed. Logs attached.,C:\Users\user\Desktop\salary.xlsx,,316c58118b371bbdc285a55233ece89191295edaee609eb96dd25de076e23816,admin,
EPA00004201,2026-09-01 14:16:00,,LPT-12402,EMP12402,Windows Defender,Browser hijack attempt,LOW,Closed,Process attempted to access sensitive directory.,C:\Windows\System32\drivers\etc\hosts,python.exe,c2d0347786d96d4976a012669879fb3286b95f119a85147b27765563cbace664,unassigned,MEDIUM
EPA00002673,2026-08-23 00:00:00,2026-08-24 20:27:00,VDR-11629,EMP11629,SentinelOne,MALWARE_DETECTED,LOW,R,Alert triggered by abnormal network connection.,C:\Windows\System32\drivers\etc\hosts,,7f9de58b29be2e78414a74178f2aafb26345baac7392fa4551560846b5483075,incident.team,CRITICAL
EPA00007579,2026-08-24 12:46:09,,LPT-11483,EMP11483,SYMANTEC,suspicious_powershell,LOW,OPEN,Multiple failed attempts to disable security agent.,C:\Users\Public\Downloads\invoice.exe,msedge.exe,1e9b5f9ee9d9b97cf00f5af0f28280d520eb280fbca42510d39060ad7da463c7,soc.analyst1,
EPA00005610,2026-08-23 00:00:00,2026-08-26 02:44:15,LPT-10157,EMP10157,Quick Heal,USB device blocked,MEDIUM,New,Threat detected after file download from external website.,,msedge.exe,,soc.analyst2,H
EPA00003494,2026-08-04 07:14:24,2026-08-04 09:14:24,,EMP10635,Defender,Browser hijack attempt,LOW,IN_PROGRESS,Alert generated from heuristic engine. Possible false positive.,C:\Windows\Temp\update.tmp,python.exe,ce34eef4057ef11e1f5a76a6f03bc13ad60cf33433f948a2bcefe0efc8a67b2a,,CRITICAL
EPA00001460,2026-09-03 00:00:00,,VDR-12017,EMP12017,Defender,Credential dumping attempt,HIGH,FP,Alert triggered by abnormal network connection.,C:\Users\Public\Downloads\invoice.exe,excel.exe,4a411b66916e56c5c1bd06dfc3eb56ffc5bd1b29186760b8c9fb6a40430ae4de,admin,H
EPA00007545,2026-08-09 07:55:23,2026-08-13 00:00:00,LPT-10114,EMP10114,Windows Defender,Unauthorized USB,HIGH,Closed,Threat detected after file download from external website.,,unknown,,incident.team,Low
EPA00005606,,,LPT-10851,EMP10851,Kaspersky,MALWARE_DETECTED,LOW,WIP,User reported machine slowdown after popup. AV alert generated.,C:\ProgramData\svc\agent.dll,cmd.exe,e86ed3e4e9c4bbff711dcec547d8a2e01ab8a9fa6d46f51d71a91c5b751304a0,unassigned,
EPA00005503,2026-08-11 16:55:28,2026-08-15 11:55:00,LPT-10290,EMP10290,Quick Heal,MALWARE_DETECTED,MEDIUM,Not Malicious,Alert generated from heuristic engine. Possible false positive.,C:\Users\user\AppData\Local\Temp\cache.bin,unknown,70dec2bf561f3727628f027f1bb2e2b9cbbd80a2b3ef360f59c890fe65732e11,admin,M
EPA00003836,2026-08-28 14:48:34,2026-08-29 13:48:00,LPT-10160,EMP10160,SYMANTEC,ransomware_behavior,MEDIUM,IN_PROGRESS,Alert generated from heuristic engine. Possible false positive.,,,daf6aa48cf29136a8654134fcdd1be23d2160514156658239aed37b1c837709a,soc.analyst2,Medium
EPA00007236,2026-09-03 00:00:00,,WS-11936.corp.local,EMP11936,CrowdStrike,Unusual admin share access,LOW,OPEN,Endpoint agent blocked execution. Review required.,C:\Windows\System32\drivers\etc\hosts,explorer.exe,cbc3f8f6a997bbd8018d4156273,,MEDIUM
EPA00006417,2026-07-08 17:13:59,2026-09-08 06:13:59,LPT-12998.corp.local,EMP12998,Kaspersky,MALWARE_DETECTED,LOW,Resolved,Alert generated from heuristic engine. Possible false positive.,E:\Backup\data.rar,explorer.exe,4571a084dc1a4ea5743d68fba708e0c1d21dc9b208bf1fc3ab15aac257309ac5,unassigned,H
EPA00007883,2026-05-09 04:20:17,2026-09-06 00:00:00,WS-10136,EMP10136,McAfee,MALWARE_DETECTED,LOW,Investigating,Alert triggered by abnormal network connection.,E:\Backup\data.rar,msedge.exe,402c0adac1005b99fb080755a5a8e1b9a8f28dc4dc994b2784d07893e483d832,soc.analyst1,Low
EPA00004725,,,WS-11009,EMP11009,Kaspersky,Trojan:Win32,MEDIUM,R,Endpoint agent blocked execution. Review required.,E:\Backup\data.rar,chrome.exe,342899C2524D7D20FD56DC20BCBDA872A9685186651A419F0885AA1B89DB6895,,L
EPA00006508,2026-08-27 00:00:00,2026-09-01 05:12:17,WS-11997,EMP11997,SentinelOne,Trojan:Win32,LOW,RESOLVED,Malicious file blocked. User notified. Need validation.,C:\Users\Public\Downloads\invoice.exe,unknown,7d3376c7acefcab7d51bfdbf64266caed6a3c893d6d52f8d1fc0aee8be05d9a1,soc.analyst2,MEDIUM
EPA00002356,2026-08-22 14:02:00,2026-08-23 00:00:00,WS-11952,EMP11952,Defender,Unauthorized USB,CRITICAL,RESOLVED,Alert generated from heuristic engine. Possible false positive.,C:\Users\Public\Downloads\invoice.exe,winword.exe,c6a3cc6956ba2a49d0cf6adea8d90220a8851d00d7e298d8f7aea1e3838466fe,soc.analyst1,CRITICAL
EPA00002443,2026-08-11 00:00:00,2026-08-16 15:32:46,VDR-12692,EMP12692,McAfee,MALWARE_DETECTED,MEDIUM,NEW,Endpoint agent blocked execution. Review required.,D:\Projects\scripts\cleanup.ps1,excel.exe,0ba4400a3d92ad1499966e3850d80d77a990fecce5db1dcb7ef1cf04f05ace40,,MEDIUM
EPA00005615,2026-09-01 14:23:59,2026-04-09 07:23:59,vdr-12373,EMP12373,Windows Defender,Unusual admin share access,MEDIUM,Resolved,Alert generated from heuristic engine. Possible false positive.,C:\Windows\Temp\update.tmp,unknown,b9357a655687405e4986,soc.analyst2,
EPA00007601,2026-08-10 13:41:40,,VDR-12095,EMP12095,McAfee,suspicious_powershell,MEDIUM,In Progress,Endpoint protection detected suspicious activity on host.,C:\Users\user\Desktop\salary.xlsx,cmd.exe,f249a033bb2311a8dbb63e0b87855e0b2f93f69b4fa9c01b4579adb5f72710b8,,Low
EPA00006447,2026-09-04 00:00:00,,VDR-11802,EMP11802,SYMANTEC,Browser hijack attempt,CRITICAL,Open,Endpoint protection detected suspicious activity on host.,C:\Users\user\AppData\Local\Temp\cache.bin,unknown,13dd50dd3cdd456aaa75d721652472274c9a5f35b4017f34318354590127455b,soc.analyst2,LOW
EPA00000465,2026-09-03 16:52:57,2026-09-02 00:00:00,WS_10394,EMP10394,Windows Defender,Unusual admin share access,MEDIUM,Unassigned,Suspicious script execution observed. Logs attached.,C:\Windows\Temp\update.tmp,cmd.exe,,,L
EPA00000164,2026-08-25 06:20:52,2026-08-27 05:20:52,WS-11540,EMP11540,SentinelOne,Keylogger suspected,LOW,Unassigned,Endpoint agent blocked execution. Review required.,C:\Windows\Temp\update.tmp,msedge.exe,bac3f20f34650af1ac500074bd0724069ca9a0fc73e152eeaf8ed06d5e5e9a28,unassigned,LOW
EPA00007164,2026-08-16 03:10:54,2026-08-16 11:10:00,WS-10297,EMP10297,Quick Heal,Credential dumping attempt,CRITICAL,WIP,Malicious file blocked. User notified. Need validation.,C:\Windows\Temp\update.tmp,msedge.exe,68AB2D4967E957BBE9CC7707760816D293CF012EF3F70C0F967722B1F71E6C92,admin,MEDIUM
EPA00007419,2026-08-24 15:06:00,2026-08-27 20:06:50,LPT-12700.corp.local,EMP12700,Defender,Unusual admin share access,HIGH,IN_PROGRESS,Alert triggered by abnormal network connection.,D:\Projects\scripts\cleanup.ps1,excel.exe,1C6C4B0814CA36F58E04408527F00876AD46FA6150566AC2E584624DA4B394F1,soc.analyst2,L
EPA00007935,2026-08-11 14:02:00,,WS-11540,EMP11540,McAfee,Ransomware Activity,HIGH,Closed,Suspicious script execution observed. Logs attached.,C:\Windows\Temp\update.tmp,,a350774ed844abafd6df641636235a0967c50bb271d5b99642e71d70a9a1aa7a,admin,Low
EPA00000242,2026-08-12 00:00:00,,VDR-12160,EMP12160,Quick Heal,Suspicious PowerShell Execution,CRITICAL,Open,User reported machine slowdown after popup. AV alert generated.,E:\Backup\data.rar,chrome.exe,c4785a8b887fc5e24b7e13c729bc85d6744f259e551637e21f2fdfc2414329c1,,Critical
EPA00002010,2026-08-12 00:00:00,,lpt-10169,EMP10169,McAfee,MALWARE_DETECTED,CRITICAL,Active,Suspicious script execution observed. Logs attached.,D:\Projects\scripts\cleanup.ps1,excel.exe,2fb6fd3ebffb2457dd347cb3bd27028171ac990e07af25c35c52556e690b9590,,
EPA00003085,2026-08-15 18:29:27,2026-08-19 09:29:27,WS_11284,EMP11284,Quick Heal,Unusual admin share access,CRITICAL,O,Alert generated from heuristic engine. Possible false positive.,C:\Windows\System32\drivers\etc\hosts,python.exe,61e90c554f2366b6bfa1a5e0056b883d8eba63c2f33a337a05c1e855837e992a,admin,Low
EPA00000901,2026-08-04 09:10:16,2026-08-07 02:10:00,WS-12742,EMP12742,Defender,Trojan:Win32,CRITICAL,Unassigned,Alert triggered by abnormal network connection.,C:\ProgramData\svc\agent.dll,winword.exe,0c59e8414c8366afdac483d036629d5c52feb8264b2517fe0a4095c1f014461e,admin,CRITICAL
EPA00007629,2026-08-10 19:54:31,2026-08-14 15:54:31,WS_10868,EMP10868,McAfee,USB device blocked,MEDIUM,Open,User reported machine slowdown after popup. AV alert generated.,C:\ProgramData\svc\agent.dll,,6523C240E7FD3D00545D4A1552FAB128B11B20B13028DB1B6A479CA4366BF02B,,H
EPA00004838,2026-08-24 00:00:00,,VDR-11643,EMP11643,Defender,MALWARE_DETECTED,CRITICAL,OPEN,Suspicious script execution observed. Logs attached.,C:\Windows\Temp\update.tmp,unknown,38a151b2af607413e19852e5f1233f5dad194cb28c6ca35f97591d57d59d3b7d,admin,Medium
EPA00002294,,,WS-11406,EMP11406,SYMANTEC,Credential dumping attempt,LOW,O,Suspicious script execution observed. Logs attached.,C:\ProgramData\svc\agent.dll,powershell.exe,a5784526482cb474a7c4ffd72e537a54c7ad544bdae2c3801176195322274c4d,,
EPA00004482,2026-08-22 00:00:00,2026-08-23 16:36:08,VDR-10756,EMP10756,Quick Heal,ransomware_behavior,HIGH,RESOLVED,Malicious file blocked. User notified. Need validation.,C:\Users\user\AppData\Local\Temp\cache.bin,,,unassigned,Low
